0,3,0,3.408203125,3.4423828125
0.1,3,0,3.408203125,3.447265625
0.2,3,0,3.41796875,3.4375
0.3,3,0,3.4033203125,3.427734375
0.4,3,0,3.4423828125,3.4326171875
0.5,3,0,3.4033203125,3.4423828125
0.6,3,0,3.408203125,3.45703125
0.7,3,0,3.427734375,3.447265625
0.8,3,0,3.427734375,3.4521484375
0.9,3,0,3.4033203125,3.4326171875
1,3,0,3.4228515625,3.4521484375
1.1,3,0,3.4033203125,3.4375
1.2,3,0,3.408203125,3.447265625
1.3,3,0,3.3984375,3.4375
1.4,3,0,3.4033203125,3.427734375
1.5,3,0,3.4130859375,3.4228515625
1.6,3,0,3.3935546875,3.41796875
1.7,3,0,3.3984375,3.4130859375
1.8,3,0,3.3837890625,3.4033203125
1.9,3,0,3.3935546875,3.3984375
2,3,0,3.3984375,3.4033203125
2.1,3,0,3.408203125,3.4130859375
2.2,3,0,3.4033203125,3.408203125
2.3,3,0,3.3935546875,3.3837890625
2.4,3,0,3.388671875,3.3935546875
2.5,3,0,3.4033203125,3.3984375
2.6,3,0,3.3740234375,3.3837890625
2.7,3,0,3.388671875,3.3935546875
2.8,3,0,3.3984375,3.3984375
2.9,3,0,3.3984375,3.3740234375
3,3,0,3.388671875,3.3984375
3.1,3,0,3.3837890625,3.3837890625
3.2,3,0,3.3837890625,3.3740234375
3.3,3,0,3.388671875,3.388671875
3.4,3,0,3.388671875,3.3642578125
3.5,3,0,3.37890625,3.3642578125
3.6,3,0,3.4033203125,3.349609375
3.7,3,0,3.3837890625,3.359375
3.8,3,0,3.3837890625,3.37890625
3.9,3,0,3.3935546875,3.3740234375
4,3,0,3.388671875,3.359375
4.1,3,0,3.359375,3.3544921875
4.2,3,0,3.369140625,3.37890625
4.3,3,0,3.3837890625,3.3642578125
4.4,3,0,3.3740234375,3.3544921875
4.5,3,0,3.37890625,3.3544921875
4.6,3,0,3.3740234375,3.3544921875
4.7,3,0,3.37890625,3.349609375
4.8,3,0,3.388671875,3.330078125
4.9,3,0,3.3740234375,3.3447265625
5,3,0,3.3642578125,3.349609375
5.1,3,0,3.369140625,3.33984375
5.2,3,0,3.33984375,3.3251953125
5.3,3,0,3.37890625,3.3544921875
5.4,3,0,3.388671875,3.3203125
5.5,3,0,3.369140625,3.3349609375
5.6,3,0,3.369140625,3.33984375
5.7,3,0,3.349609375,3.3203125
5.8,3,0,3.3447265625,3.3154296875
5.9,3,0,3.359375,3.3349609375
6,3,0,3.3544921875,3.330078125
6.1,3,0,3.359375,3.330078125
6.2,3,0,3.3642578125,3.3349609375
6.3,3,0,3.3544921875,3.33984375
6.4,3,0,3.3544921875,3.330078125
6.5,3,0,3.3740234375,3.310546875
6.6,3,0,3.3740234375,3.330078125
6.7,3,0,3.3642578125,3.3154296875
6.8,3,0,3.3544921875,3.3056640625
6.9,3,0,3.3740234375,3.3203125
7,3,0,3.330078125,3.2958984375
7.1,3,0,3.3544921875,3.3056640625
7.2,3,0,3.359375,3.3203125
7.3,3,0,3.349609375,3.310546875
7.4,3,0,3.3642578125,3.330078125
7.5,3,0,3.359375,3.2958984375
7.6,3,0,3.3447265625,3.2958984375
7.7,3,0,3.3544921875,3.3056640625
7.8,3,0,3.33984375,3.30078125
7.9,3,0,3.3544921875,3.3154296875
8,3,0,3.3154296875,3.2958984375
8.1,3,0,3.3349609375,3.291015625
8.2,3,0,3.3447265625,3.3056640625
8.3,3,0,3.3447265625,3.291015625
8.4,3,0,3.349609375,3.2958984375
8.5,3,0,3.369140625,3.3056640625
8.6,3,0,3.3642578125,3.310546875
8.7,3,0,3.3447265625,3.30078125
8.8,3,0,3.33984375,3.2958984375
8.9,3,0,3.3349609375,3.291015625
9,3,0,3.3251953125,3.3154296875
9.1,3,0,3.3203125,3.2763671875
9.2,3,0,3.3251953125,3.310546875
9.3,3,0,3.3349609375,3.2958984375
9.4,3,0,3.349609375,3.2958984375
9.5,3,0,3.3544921875,3.28125
9.6,3,0,3.349609375,3.291015625
9.7,3,0,3.33984375,3.3056640625
9.8,3,0,3.3447265625,3.291015625
9.9,3,0,3.3447265625,3.30078125
10,3,0,3.33984375,3.30078125
10.1,3,0,3.3349609375,3.310546875
10.2,3,0,3.3447265625,3.3154296875
10.3,3,0,3.3544921875,3.2861328125
10.4,3,0,3.3447265625,3.2958984375
10.5,3,0,3.330078125,3.28125
10.6,3,0,3.349609375,3.28125
10.7,3,0,3.3251953125,3.28125
10.8,3,0,3.3203125,3.28125
10.9,3,0,3.3251953125,3.291015625
11,3,0,3.3447265625,3.291015625
11.1,3,0,3.3349609375,3.2861328125
11.2,3,0,3.3447265625,3.2861328125
11.3,3,0,3.3154296875,3.2666015625
11.4,3,0,3.349609375,3.2666015625
11.5,3,0,3.3349609375,3.28125
11.6,3,0,3.33984375,3.2763671875
11.7,3,0,3.33984375,3.28125
11.8,3,0,3.3056640625,3.251953125
11.9,3,0,3.3203125,3.2958984375
12,3,0,3.33984375,3.2763671875
12.1,3,0,3.330078125,3.28125
12.2,3,0,3.3251953125,3.2763671875
12.3,3,0,3.3203125,3.26171875
12.4,3,0,3.330078125,3.2763671875
12.5,3,0,3.3203125,3.28125
12.6,3,0,3.3544921875,3.2763671875
12.7,3,0,3.33984375,3.2763671875
12.8,3,0,3.3203125,3.271484375
12.9,3,0,3.310546875,3.251953125
13,3,0,3.3349609375,3.28125
13.1,3,0,3.3349609375,3.2763671875
13.2,3,0,3.330078125,3.2763671875
13.3,3,0,3.3203125,3.2763671875
13.4,3,0,3.3349609375,3.2666015625
13.5,3,0,3.3349609375,3.271484375
13.6,3,0,3.3447265625,3.2861328125
13.7,3,0,3.33984375,3.271484375
13.8,3,0,3.330078125,3.2763671875
13.9,3,0,3.3203125,3.2666015625
14,3,0,3.3154296875,3.2763671875
14.1,3,0,3.330078125,3.26171875
14.2,3,0,3.3251953125,3.271484375
14.3,3,0,3.3154296875,3.26171875
14.4,3,0,3.3056640625,3.2861328125
14.5,3,0,3.349609375,3.2861328125
14.6,3,0,3.330078125,3.2666015625
14.7,3,0,3.3251953125,3.271484375
14.8,3,0,3.330078125,3.271484375
14.9,3,0,3.3349609375,3.2763671875
15,3,0,3.3203125,3.2666015625
15.1,3,0,3.33984375,3.2421875
15.2,3,0,3.33984375,3.2470703125
15.3,3,0,3.3203125,3.26171875
15.4,3,0,3.3251953125,3.2080078125
15.5,3,0,3.330078125,3.26171875
15.6,3,0,3.3154296875,3.2763671875
15.7,3,0,3.2958984375,3.271484375
15.8,3,0,3.3203125,3.26171875
